n 93651 m 157137
v 1664 31 20
v 1665 27 8
v 1666 37 23
v 1667 28 33
v 1668 52 6
v 1669 41 6
v 1670 39 13
v 1671 55 14
v 1672 42 22
v 1673 40 32
v 1674 60 17
v 1675 52 41
v 1676 57 25
v 1677 38 9
v 1678 33 11
v 1679 47 21
v 1680 65 12
v 1681 33 38
v 1682 67 20
v 1683 41 33
v 1684 57 38
v 1685 42 26
v 1686 63 34
v 1687 40 21
v 1688 50 41
v 1689 72 30
v 1690 47 14
v 1691 73 34
v 1692 68 24
v 1693 36 35
v 1694 29 17
v 1695 71 14
v 1696 81 7
v 1697 35 12
v 1698 63 64
v 1699 31 34
v 1700 73 17
v 1701 67 36
v 1702 30 37
v 1703 36 11
v 1704 81 59
v 1705 79 14
v 1706 74 55
v 1707 89 14
v 1708 76 15
v 1709 82 17
v 1710 51 7
v 1711 60 65
v 1712 34 62
v 1713 66 12
v 1714 47 68
v 1715 78 34
v 1716 94 8
v 1717 100 41
v 1718 96 72
v 1719 46 24
v 1720 41 40
v 1721 64 83
v 1722 89 19
v 1723 79 53
v 1724 94 9
v 1725 38 61
v 1726 49 85
v 1727 90 65
v 1728 82 81
v 1729 32 58
v 1730 71 50
v 1731 84 96
v 1732 111 95
v 1733 96 28
v 1734 60 90
v 1735 94 12
v 1736 112 66
v 1737 113 26
v 1738 43 78
v 1739 34 55
v 1740 35 89
v 1741 97 44
v 1742 115 53
v 1743 64 11
v 1744 128 70
v 1745 98 60
v 1746 54 96
v 1747 99 22
v 1748 30 33
v 1749 35 105
v 1750 39 51
v 1751 34 51
v 1752 96 23
v 1753 115 73
v 1754 53 49
v 1755 77 69
v 1756 126 48
v 1757 142 105
v 1758 138 30
v 1759 80 72
v 1760 82 50
v 1761 69 92
v 1762 80 120
v 1763 123 56
v 1764 27 36
v 1765 117 104
v 1766 128 38
v 1767 90 125
v 1768 131 47
v 1769 122 57
v 1770 66 117
v 1771 26 125
v 1772 75 63
v 1773 74 132
v 1774 154 63
v 1775 119 86
v 1776 123 102
v 1777 85 30
v 1778 73 15
v 1779 82 70
v 1780 119 41
v 1781 166 50
v 1782 62 24
v 1783 51 98
v 1784 108 14
v 1785 64 141
v 1786 149 124
v 1787 35 80
v 1788 121 129
v 1789 126 114
v 1790 174 108
v 1791 54 72
v 1792 65 128
v 1793 160 87
v 1794 86 18
v 1795 28 84
v 1796 113 105
v 1797 98 60
v 1798 98 127
v 1799 78 151
v 1800 112 145
v 1801 184 164
v 1802 162 109
v 1803 83 120
v 1804 46 60
v 1805 134 156
v 1806 147 112
v 1807 169 24
v 1808 190 66
v 1809 187 91
v 1810 106 163
v 1811 70 22
v 1812 28 76
v 1813 28 54
v 1814 80 115
v 1815 181 35
v 1816 66 97
v 1817 56 61
v 1818 100 83
v 1819 74 60
v 1820 165 37
v 1821 48 68
v 1822 123 134
v 1823 130 131
v 1824 27 13
v 1825 29 6
v 1826 26 131
v 1827 187 33
v 1828 76 172
v 1829 37 120
v 1830 117 154
v 1831 51 174
v 1832 79 174
v 1833 45 110
v 1834 193 11
v 1835 155 141
v 1836 55 159
v 1837 128 11
v 1838 115 196
v 1839 218 18
v 1840 64 179
v 1841 114 156
v 1842 161 32
v 1843 111 110
v 1844 228 183
v 1845 98 80
v 1846 168 120
v 1847 33 199
v 1848 68 87
v 1849 204 206
v 1850 159 43
v 1851 57 203
v 1852 28 62
v 1853 102 91
v 1854 202 176
v 1855 214 169
v 1856 197 89
v 1857 63 189
v 1858 211 201
v 1859 67 126
v 1860 33 209
v 1861 168 227
v 1862 95 57
v 1863 30 51
v 1864 232 117
v 1865 70 77
v 1866 101 91
v 1867 132 43
v 1868 50 187
v 1869 114 22
v 1870 115 129
v 1871 213 94
v 1872 44 72
v 1873 65 28
v 1874 81 102
v 1875 117 140
v 1876 208 46
v 1877 80 37
v 1878 92 233
v 1879 159 209
v 1880 106 51
v 1881 183 211
v 1882 72 56
v 1883 255 213
v 1884 107 224
v 1885 163 233
v 1886 169 50
v 1887 215 156
v 1888 175 98
v 1889 142 30
v 1890 164 190
v 1891 126 129
v 1892 155 184
v 1893 126 43
v 1894 215 112
v 1895 133 119
v 1896 114 58
v 1897 186 178
v 1898 152 117
v 1899 74 172
v 1900 261 264
v 1901 219 183
v 1902 146 147
v 1903 253 257
v 1904 67 49
v 1905 134 51
v 1906 290 7
v 1907 77 100
v 1908 75 260
v 1909 59 29
v 1910 294 56
v 1911 103 240
v 1912 213 138
v 1913 178 150
v 1914 200 36
v 1915 26 26
v 1916 300 244
v 1917 117 27
v 1918 177 24
v 1919 281 142
v 1920 92 173
v 1921 26 199
v 1922 235 256
v 1923 255 170
v 1924 193 102
v 1925 132 38
v 1926 96 18
v 1927 180 188
v 1928 90 31
v 1929 59 82
v 1930 26 6
v 1931 27 7
v 1932 26 6
v 1933 28 6
v 1934 30 8
v 1935 27 7
v 1936 31 9
v 1937 31 13
v 1938 27 14
v 1939 28 6
v 1940 33 11
v 1941 29 17
v 1942 31 7
v 1943 27 16
v 1944 39 16
v 1945 39 8
v 1946 33 17
v 1947 28 16
v 1948 28 10
v 1949 36 24
v 1950 29 16
v 1951 37 25
v 1952 31 18
v 1953 33 12
v 1954 31 19
v 1955 35 27
v 1956 38 29
v 1957 46 21
v 1958 31 34
v 1959 26 29
v 1960 39 32
v 1961 50 37
v 1962 36 20
v 1963 41 11
v 1964 48 15
v 1965 40 20
v 1966 35 24
v 1967 50 35
v 1968 41 20
v 1969 47 33
v 1970 44 26
v 1971 56 30
v 1972 26 35
v 1973 61 34
v 1974 41 35
v 1975 38 7
v 1976 37 7
v 1977 68 28
v 1978 39 8
v 1979 56 15
v 1980 56 13
v 1981 32 10
v 1982 30 43
v 1983 53 22
v 1984 28 21
v 1985 29 14
v 1986 42 35
v 1987 40 41
v 1988 83 58
v 1989 43 21
v 1990 40 16
v 1991 30 9
v 1992 72 55
v 1993 69 22
v 1994 44 22
v 1995 34 59
v 1996 91 24
v 1997 90 48
v 1998 85 44
v 1999 41 71
v 2000 80 58
v 2001 87 12
v 2002 64 22
v 2003 81 22
v 2004 67 73
v 2005 88 8
v 2006 90 53
v 2007 92 58
v 2008 90 22
v 2009 38 49
v 2010 72 12
v 2011 92 10
v 2012 50 68
v 2013 37 88
v 2014 71 52
v 2015 79 8
v 2016 76 56
v 2017 93 52
v 2018 84 82
v 2019 55 34
v 2020 103 74
v 2021 46 53
v 2022 79 43
v 2023 117 59
v 2024 117 73
v 2025 35 65
v 2026 109 88
v 2027 59 27
v 2028 43 43
v 2029 82 92
v 2030 114 88
v 2031 26 65
v 2032 75 41
v 2033 109 15
v 2034 100 18
v 2035 68 86
v 2036 65 111
v 2037 39 36
v 2038 26 68
v 2039 51 10
v 2040 62 90
v 2041 87 86
v 2042 45 106
v 2043 43 92
v 2044 135 33
v 2045 103 99
v 2046 33 58
v 2047 143 45
v 2048 48 15
v 2049 67 102
v 2050 140 87
v 2051 62 81
v 2052 135 25
v 2053 122 9
v 2054 40 16
v 2055 45 123
v 2056 73 95
v 2057 65 116
v 2058 153 86
v 2059 48 20
v 2060 44 24
v 2061 110 7
v 2062 39 81
v 2063 33 71
v 2064 138 115
v 2065 33 68
v 2066 97 40
v 2067 154 60
v 2068 64 92
v 2069 71 12
v 2070 104 121
v 2071 113 89
v 2072 65 101
v 2073 77 47
v 2074 165 10
v 2075 41 97
v 2076 117 19
v 2077 108 123
v 2078 130 41
v 2079 133 57
v 2080 32 79
v 2081 16 7
v 2082 16 7
v 2083 17 9
v 2084 19 9
v 2085 17 7
v 2086 18 10
v 2087 22 10
v 2088 18 9
v 2089 23 11
v 2090 21 12
v 2091 19 15
v 2092 24 7
v 2093 28 15
v 2094 26 16
v 2095 18 13
v 2096 27 21
v 2097 18 19
v 2098 17 10
v 2099 31 13
v 2100 16 26
v 2101 36 21
v 2102 34 13
v 2103 22 23
v 2104 34 23
v 2105 37 7
v 2106 41 24
v 2107 24 33
v 2108 31 7
v 2109 44 13
v 2110 23 16
v 2111 34 15
v 2112 26 21
v 2113 38 18
v 2114 35 10
v 2115 49 36
v 2116 44 38
v 2117 47 7
v 2118 26 37
v 2119 20 45
v 2120 50 11
v 2121 56 13
v 2122 44 37
v 2123 17 19
v 2124 50 50
v 2125 29 50
v 2126 25 34
v 2127 51 53
v 2128 29 54
v 2129 33 43
v 2130 53 35
v 2131 33 16
v 2132 29 17
v 2133 24 40
v 2134 36 22
v 2135 24 21
v 2136 17 46
v 2137 39 30
v 2138 28 16
v 2139 66 46
v 2140 52 53
v 2141 19 28
v 2142 69 24
v 2143 52 21
v 2144 49 35
v 2145 34 35
v 2146 74 36
v 2147 17 17
v 2148 53 26
v 2149 48 57
v 2150 60 39
v 2151 18 76
v 2152 23 68
v 2153 83 36
v 2154 37 64
v 2155 24 48
v 2156 89 44
v 2157 42 77
v 2158 18 9
v 2159 72 50
v 2160 68 45
v 2161 36 48
v 2162 73 9
v 2163 25 63
v 2164 51 47
v 2165 47 20
v 2166 41 35
v 2167 20 52
v 2168 45 54
v 2169 28 68
v 2170 28 35
v 2171 40 34
v 2172 29 70
v 2173 75 15
v 2174 60 86
v 2175 73 52
v 2176 39 62
v 2177 74 103
v 2178 30 79
v 2179 68 78
v 2180 20 9
v 2181 46 51
v 2182 67 107
v 2183 65 42
v 2184 119 85
v 2185 49 99
v 2186 31 19
v 2187 78 16
v 2188 28 25
v 2189 85 47
v 2190 68 71
v 2191 99 86
v 2192 32 23
v 2193 35 52
v 2194 116 47
v 2195 119 85
v 2196 79 54
v 2197 34 26
v 2198 130 43
v 2199 60 9
v 2200 91 64
v 2201 35 35
v 2202 104 110
v 2203 98 70
v 2204 98 123
v 2205 85 12
v 2206 117 43
v 2207 21 45
v 2208 31 66
v 2209 83 96
v 2210 86 81
v 2211 114 109
v 2212 112 92
v 2213 25 68
v 2214 56 61
v 2215 61 32
v 2216 47 92
v 2217 21 117
v 2218 74 53
v 2219 114 11
v 2220 49 125
v 2221 36 58
v 2222 130 65
v 2223 46 57
v 2224 104 110
v 2225 110 146
v 2226 77 22
v 2227 42 130
v 2228 38 58
v 2229 53 127
v 2230 34 123
v 2231 118 143
v 2232 37 12
v 2233 167 45
v 2234 90 99
v 2235 64 107
v 2236 41 23
v 2237 16 7
v 2238 17 8
v 2239 18 9
v 2240 17 8
v 2241 20 7
v 2242 21 9
v 2243 18 7
v 2244 19 14
v 2245 24 15
v 2246 19 16
v 2247 23 14
v 2248 22 16
v 2249 23 9
v 2250 24 16
v 2251 21 15
v 2252 25 22
v 2253 24 11
v 2254 27 15
v 2255 29 16
v 2256 20 21
v 2257 34 10
v 2258 29 20
v 2259 28 19
v 2260 35 23
v 2261 32 28
v 2262 29 12
v 2263 29 29
v 2264 31 28
v 2265 24 16
v 2266 44 16
v 2267 18 19
v 2268 17 38
v 2269 47 31
v 2270 38 13
v 2271 45 12
v 2272 17 31
v 2273 24 34
v 2274 53 19
v 2275 18 40
v 2276 52 40
v 2277 32 16
v 2278 46 24
v 2279 31 9
v 2280 23 13
v 2281 51 50
v 2282 36 16
v 2283 58 46
v 2284 58 50
v 2285 51 12
v 2286 31 17
v 2287 52 55
v 2288 34 47
v 2289 38 13
v 2290 18 39
v 2291 29 14
v 2292 27 27
v 2293 46 14
v 2294 19 49
v 2295 64 27
v 2296 70 63
v 2297 33 57
v 2298 24 38
v 2299 38 41
v 2300 41 13
v 2301 75 63
v 2302 69 37
v 2303 54 24
v 2304 41 63
v 2305 20 44
v 2306 20 62
v 2307 27 26
v 2308 70 54
v 2309 39 65
v 2310 67 14
v 2311 48 60
v 2312 85 49
v 2313 61 62
v 2314 81 84
v 2315 46 80
v 2316 86 71
v 2317 87 15
v 2318 54 66
v 2319 78 88
v 2320 33 40
v 2321 59 47
v 2322 94 76
v 2323 47 60
v 2324 71 57
v 2325 49 67
v 2326 87 88
v 2327 17 86
v 2328 25 67
v 2329 71 8
v 2330 17 33
v 2331 31 51
v 2332 69 100
v 2333 41 88
v 2334 68 23
v 2335 61 33
v 2336 36 26
v 2337 22 9
v 2338 91 33
v 2339 108 69
v 2340 30 72
v 2341 114 57
v 2342 17 107
v 2343 101 72
v 2344 45 29
v 2345 80 40
v 2346 27 15
v 2347 67 63
v 2348 110 33
v 2349 60 53
v 2350 57 57
v 2351 68 26
v 2352 18 58
v 2353 87 58
v 2354 96 76
v 2355 29 39
v 2356 103 101
v 2357 77 55
v 2358 29 103
v 2359 84 41
v 2360 139 29
v 2361 92 72
v 2362 82 71
v 2363 62 115
v 2364 32 132
v 2365 35 105
v 2366 127 58
v 2367 139 131
v 2368 68 124
v 2369 28 123
v 2370 138 9
v 2371 90 83
v 2372 69 36
v 2373 138 21
v 2374 64 142
v 2375 42 102
v 2376 33 56
v 2377 90 9
v 2378 41 18
v 2379 100 127
v 2380 59 68
v 2381 73 124
v 2382 61 67
v 2383 26 148
v 2384 115 154
v 2385 52 154
v 2386 22 86
v 2387 83 135
v 2388 26 53
v 2389 155 37
v 2390 73 32
v 2391 16 7
v 2392 17 7
v 2393 17 8
v 2394 16 7
v 2395 17 9
v 2396 18 12
v 2397 19 8
v 2398 23 10
v 2399 20 13
v 2400 21 15
v 2401 20 16
v 2402 17 7
v 2403 24 7
v 2404 20 7
v 2405 17 10
v 2406 25 14
v 2407 17 17
v 2408 17 15
v 2409 24 7
v 2410 24 10
v 2411 17 25
v 2412 18 9
v 2413 37 23
v 2414 19 12
v 2415 24 28
v 2416 24 20
v 2417 20 25
v 2418 23 29
v 2419 40 14
v 2420 42 16
v 2421 35 23
v 2422 46 20
v 2423 24 12
v 2424 40 9
v 2425 50 16
v 2426 46 39
v 2427 26 30
v 2428 33 17
v 2429 33 15
v 2430 54 42
v 2431 41 43
v 2432 26 48
v 2433 31 18
v 2434 38 8
v 2435 45 30
v 2436 38 19
v 2437 16 44
v 2438 49 7
v 2439 41 38
v 2440 56 26
v 2441 42 34
v 2442 48 21
v 2443 67 22
v 2444 65 36
v 2445 53 54
v 2446 19 40
v 2447 43 16
v 2448 25 12
v 2449 49 34
v 2450 20 58
v 2451 40 24
v 2452 73 9
v 2453 56 50
v 2454 30 53
v 2455 56 64
v 2456 37 28
v 2457 76 51
v 2458 67 56
v 2459 23 39
v 2460 41 63
v 2461 55 58
v 2462 56 46
v 2463 66 44
v 2464 66 68
v 2465 61 28
v 2466 85 33
v 2467 43 82
v 2468 83 38
v 2469 87 8
v 2470 65 9
v 2471 44 18
v 2472 36 54
v 2473 91 43
v 2474 34 8
v 2475 85 17
v 2476 39 53
v 2477 78 61
v 2478 3 2
v 2479 3 3
v 2480 4 3
v 2481 4 5
v 2482 5 6
v 2483 6 4
v 2484 3 5
v 2485 6 9
v 2486 8 8
v 2487 9 2
v 2488 3 8
v 2489 6 5
v 2490 7 4
v 2491 10 7
v 2492 10 16
v 2493 13 10
v 2494 7 14
v 2495 7 11
v 2496 5 18
v 2497 4 5
v 2498 9 15
v 2499 9 13
v 2500 22 5
v 2501 14 25
v 2502 7 3
v 2503 5 27
v 2504 15 2
v 2505 7 17
v 2506 29 24
v 2507 13 26
v 2508 12 3
v 2509 29 23
v 2510 13 13
v 2511 12 5
v 2512 24 17
v 2513 12 33
v 2514 36 37
v 2515 18 25
v 2516 41 38
v 2517 17 22
v 2518 31 10
v 2519 40 30
v 2520 26 10
v 2521 14 2
v 2522 33 37
v 2523 34 4
v 2524 49 33
v 2525 22 43
v 2526 46 16
v 2527 12 12
v 2528 24 30
v 2529 40 26
v 2530 15 38
v 2531 30 6
v 2532 14 23
v 2533 5 49
v 2534 41 23
v 2535 52 22
v 2536 24 59
v 2537 22 5
v 2538 60 52
v 2539 41 14
v 2540 27 63
v 2541 64 15
v 2542 28 28
v 2543 28 24
v 2544 3 2
v 2545 4 2
v 2546 4 2
v 2547 3 2
v 2548 6 5
v 2549 6 7
v 2550 3 4
v 2551 7 6
v 2552 3 10
v 2553 6 6
v 2554 4 10
v 2555 11 9
v 2556 15 11
v 2557 8 5
v 2558 5 11
v 2559 3 12
v 2560 17 17
v 2561 8 7
v 2562 19 12
v 2563 21 8
v 2564 4 5
v 2565 24 21
v 2566 20 16
v 2567 20 24
v 2568 9 4
v 2569 24 10
v 2570 21 6
v 2571 6 22
v 2572 7 19
v 2573 20 4
v 2574 32 6
v 2575 21 16
v 2576 31 6
v 2577 10 12
v 2578 33 24
v 2579 4 33
v 2580 22 7
v 2581 16 31
v 2582 5 24
v 2583 20 40
v 2584 33 36
v 2585 16 42
v 2586 38 16
v 2587 35 28
v 2588 24 8
v 2589 48 37
v 2590 13 41
v 2591 27 14
v 2592 41 43
v 2593 51 50
v 2594 17 24
v 2595 44 30
v 2596 17 19
v 2597 33 34
v 2598 41 3
v 2599 54 17
v 2600 52 46
v 2601 18 46
v 2602 31 33
v 2603 17 19
v 2604 10 50
v 2605 15 27
v 2606 32 27
v 2607 10 35
v 2608 30 19
v 2609 54 38
v 2610 51 4
v 2611 47 12
v 2612 3 2
v 2613 4 2
v 2614 3 3
v 2615 3 2
v 2616 6 3
v 2617 8 4
v 2618 4 5
v 2619 6 9
v 2620 10 2
v 2621 6 9
v 2622 11 8
v 2623 12 6
v 2624 4 9
v 2625 9 9
v 2626 17 11
v 2627 4 6
v 2628 18 16
v 2629 17 12
v 2630 16 11
v 2631 4 17
v 2632 6 15
v 2633 11 2
v 2634 4 2
v 2635 6 9
v 2636 18 7
v 2637 25 24
v 2638 16 21
v 2639 18 5
v 2640 18 18
v 2641 20 15
v 2642 26 25
v 2643 25 23
v 2644 28 24
v 2645 16 24
v 2646 24 23
v 2647 22 34
v 2648 31 24
v 2649 20 25
v 2650 41 5
v 2651 3 18
v 2652 4 41
v 2653 4 12
v 2654 45 23
v 2655 14 42
v 2656 27 38
v 2657 21 37
v 2658 12 9
v 2659 12 32
v 2660 47 47
v 2661 30 46
v 2662 19 6
v 2663 14 30
v 2664 12 17
v 2665 51 40
v 2666 22 29
v 2667 44 11
v 2668 48 15
v 2669 41 10
v 2670 19 19
v 2671 13 42
v 2672 12 38
v 2673 58 58
v 2674 53 47
v 2675 13 37
v 2676 22 6
v 2677 59 44
v 2678 17 2
v 2679 17 3
v 2680 19 4
v 2681 20 3
v 2682 20 6
v 2683 18 2
v 2684 20 7
v 2685 24 4
v 2686 25 8
v 2687 21 11
v 2688 17 3
v 2689 25 8
v 2690 22 6
v 2691 23 6
v 2692 23 7
v 2693 22 9
v 2694 23 9
v 2695 18 13
v 2696 18 5
v 2697 20 9
v 2698 21 3
v 2699 17 5
v 2700 31 11
v 2701 17 3
v 2702 19 24
v 2703 23 17
v 2704 18 27
v 2705 31 8
v 2706 29 28
v 2707 17 30
v 2708 20 10
v 2709 39 3
v 2710 18 26
v 2711 43 23
v 2712 27 22
v 2713 31 37
v 2714 21 16
v 2715 39 6
v 2716 17 31
v 2717 37 21
v 2718 45 13
v 2719 23 42
v 2720 43 36
v 2721 28 12
v 2722 33 17
v 2723 35 5
v 2724 31 22
v 2725 17 44
v 2726 22 16
v 2727 60 38
v 2728 55 31
v 2729 61 5
v 2730 66 19
v 2731 53 52
v 2732 31 10
v 2733 28 22
v 2734 58 6
v 2735 31 34
v 2736 71 33
v 2737 25 33
v 2738 71 37
v 2739 67 2
v 2740 63 39
v 2741 77 16
v 2742 20 18
v 2743 57 15
v 2744 63 43
v 2745 48 4
v 2746 58 16
v 2747 64 39
v 2748 37 53
v 2749 40 50
v 2750 74 38
v 2751 21 18
v 2752 48 74
v 2753 51 77
v 2754 21 27
v 2755 87 10
v 2756 79 4
v 2757 61 32
v 2758 19 59
v 2759 46 28
v 2760 33 23
v 2761 74 18
v 2762 67 36
v 2763 27 54
v 2764 64 34
v 2765 96 32
v 2766 22 64
v 2767 39 5
v 2768 97 60
v 2769 65 31
v 2770 75 94
v 2771 75 64
v 2772 96 84
v 2773 95 96
v 2774 113 45
v 2775 75 23
v 2776 27 6
v 2777 45 97
v 2778 75 3
v 2779 113 93
v 2780 27 28
v 2781 41 45
v 2782 72 91
v 2783 21 89
v 2784 76 57
v 2785 38 10
v 2786 84 48
v 2787 81 53
v 2788 84 25
v 2789 26 34
v 2790 76 74
v 2791 120 33
v 2792 75 112
v 2793 121 19
v 2794 105 54
v 2795 78 48
v 2796 61 16
v 2797 69 28
v 2798 126 68
v 2799 107 39
v 2800 93 102
v 2801 127 63
v 2802 39 102
v 2803 93 100
v 2804 17 2
v 2805 17 3
v 2806 18 3
v 2807 18 5
v 2808 19 2
v 2809 22 7
v 2810 20 8
v 2811 24 3
v 2812 20 7
v 2813 24 3
v 2814 18 2
v 2815 22 10
v 2816 26 9
v 2817 25 5
v 2818 23 2
v 2819 20 5
v 2820 22 17
v 2821 31 16
v 2822 21 9
v 2823 21 21
v 2824 32 5
v 2825 27 7
v 2826 21 24
v 2827 30 5
v 2828 36 22
v 2829 32 10
v 2830 43 13
v 2831 22 22
v 2832 39 3
v 2833 17 23
v 2834 21 10
v 2835 18 33
v 2836 30 11
v 2837 31 35
v 2838 42 19
v 2839 18 22
v 2840 38 36
v 2841 32 9
v 2842 38 18
v 2843 32 26
v 2844 52 3
v 2845 25 37
v 2846 54 41
v 2847 24 13
v 2848 28 28
v 2849 20 7
v 2850 31 41
v 2851 25 34
v 2852 63 13
v 2853 34 42
v 2854 62 31
v 2855 44 6
v 2856 40 12
v 2857 66 34
v 2858 65 31
v 2859 70 17
v 2860 51 31
v 2861 57 23
v 2862 36 27
v 2863 46 33
v 2864 73 46
v 2865 59 18
v 2866 79 14
v 2867 17 44
v 2868 77 56
v 2869 25 39
v 2870 31 30
v 2871 34 27
v 2872 23 13
v 2873 81 57
v 2874 76 2
v 2875 42 36
v 2876 86 45
v 2877 86 33
v 2878 51 67
v 2879 46 66
v 2880 37 62
v 2881 94 49
v 2882 30 24
v 2883 39 25
v 2884 37 13
v 2885 94 80
v 2886 32 72
v 2887 42 24
v 2888 43 52
v 2889 81 61
v 2890 84 32
v 2891 70 72
v 2892 31 29
v 2893 80 9
v 2894 100 3
v 2895 103 92
v 2896 73 28
v 2897 109 19
v 2898 46 12
v 2899 82 65
v 2900 65 96
v 2901 54 22
v 2902 28 29
v 2903 60 34
v 2904 92 50
v 2905 100 2
v 2906 40 45
v 2907 75 99
v 2908 121 102
v 2909 48 19
v 2910 112 102
v 2911 99 90
v 2912 33 74
v 2913 121 50
v 2914 117 83
v 2915 19 87
v 2916 36 96
v 2917 27 33
v 2918 17 94
v 2919 116 112
v 2920 18 65
v 2921 81 21
v 2922 79 77
v 2923 86 16
v 2924 106 38
v 2925 30 9
v 2926 124 68
v 2927 93 101
v 2928 40 87
v 2929 66 88
v 2930 72 46
v 2931 37 3
v 2932 37 101
v 2933 142 25
v 2934 17 2
v 2935 18 3
v 2936 19 3
v 2937 20 5
v 2938 18 4
v 2939 19 6
v 2940 20 2
v 2941 21 7
v 2942 17 5
v 2943 24 8
v 2944 27 10
v 2945 23 4
v 2946 20 14
v 2947 22 7
v 2948 27 2
v 2949 20 3
v 2950 27 5
v 2951 23 16
v 2952 25 8
v 2953 17 7
v 2954 23 12
v 2955 37 6
v 2956 34 21
v 2957 40 4
v 2958 19 13
v 2959 20 20
v 2960 41 21
v 2961 26 22
v 2962 27 25
v 2963 19 26
v 2964 30 11
v 2965 45 23
v 2966 17 22
v 2967 50 12
v 2968 47 4
v 2969 38 19
v 2970 23 20
v 2971 28 35
v 2972 39 8
v 2973 54 19
v 2974 32 42
v 2975 39 15
v 2976 33 40
v 2977 25 19
v 2978 32 21
v 2979 42 44
v 2980 20 39
v 2981 36 17
v 2982 60 36
v 2983 21 12
v 2984 27 19
v 2985 33 49
v 2986 28 15
v 2987 59 36
v 2988 61 28
v 2989 67 50
v 2990 22 26
v 2991 59 52
v 2992 74 19
v 2993 21 48
v 2994 46 23
v 2995 50 51
v 2996 73 6
v 2997 62 32
v 2998 27 18
v 2999 80 17
v 3000 43 43
v 3001 33 37
v 3002 19 27
v 3003 43 59
v 3004 57 34
v 3005 28 70
v 3006 77 69
v 3007 49 15
v 3008 82 44
v 3009 28 2
v 3010 29 3
v 3011 29 3
v 3012 29 3
v 3013 28 5
v 3014 32 4
v 3015 33 7
v 3016 30 9
v 3017 34 7
v 3018 32 2
v 3019 29 6
v 3020 35 15
v 3021 40 14
v 3022 29 2
v 3023 35 13
v 3024 31 17
v 3025 32 16
v 3026 28 6
v 3027 41 16
v 3028 43 13
v 3029 30 18
v 3030 36 23
v 3031 34 3
v 3032 28 7
v 3033 28 14
v 3034 32 18
v 3035 52 13
v 3036 55 19
v 3037 45 8
v 3038 59 26
v 3039 41 30
v 3040 44 28
v 3041 45 29
v 3042 47 32
v 3043 59 19
v 3044 50 8
v 3045 55 37
v 3046 64 30
v 3047 48 26
v 3048 40 14
v 3049 54 25
v 3050 42 30
v 3051 65 40
v 3052 62 11
v 3053 61 39
v 3054 58 23
v 3055 42 36
v 3056 49 12
v 3057 44 19
v 3058 53 46
v 3059 65 4
v 3060 72 5
v 3061 79 3
v 3062 33 2
v 3063 66 40
v 3064 41 47
v 3065 41 41
v 3066 85 11
v 3067 41 24
v 3068 52 61
v 3069 39 45
v 3070 37 44
v 3071 48 60
v 3072 90 10
v 3073 52 52
v 3074 35 63
v 3075 80 55
v 3076 43 63
v 3077 28 52
v 3078 28 45
v 3079 61 31
v 3080 34 64
v 3081 89 69
v 3082 64 31
v 3083 78 3
v 3084 83 39
v 3085 34 19
v 3086 53 19
v 3087 105 72
v 3088 87 11
v 3089 78 46
v 3090 66 8
v 3091 105 44
v 3092 62 68
v 3093 70 54
v 3094 33 58
v 3095 51 56
v 3096 35 31
v 3097 74 40
v 3098 106 4
v 3099 50 73
v 3100 62 33
v 3101 71 78
v 3102 36 5
v 3103 32 92
v 3104 64 57
v 3105 72 23
v 3106 40 60
v 3107 96 73
v 3108 55 36
v 3109 40 57
v 3110 85 76
v 3111 81 86
v 3112 87 20
v 3113 65 94
v 3114 63 35
v 3115 113 94
v 3116 84 45
v 3117 59 11
v 3118 31 92
v 3119 112 72
v 3120 77 35
v 3121 117 4
v 3122 68 91
v 3123 90 43
v 3124 133 71
v 3125 88 64
v 3126 39 32
v 3127 100 25
v 3128 69 54
v 3129 121 86
v 3130 73 2
v 3131 138 56
v 3132 50 79
v 3133 34 38
v 3134 89 7
v 3135 85 90
v 3136 109 16
v 3137 157 87
v 3138 42 89
v 3139 122 105
v 3140 153 65
v 3141 107 129
v 3142 116 120
v 3143 48 67
v 3144 112 109
v 3145 61 51
v 3146 53 3
v 3147 152 7
v 3148 77 85
v 3149 42 121
v 3150 69 130
v 3151 134 79
v 3152 173 59
v 3153 171 68
v 3154 56 55
v 3155 64 138
v 3156 30 135
v 3157 46 21
v 3158 62 77
v 3159 62 110
v 3160 152 146
v 3161 57 155
v 3162 158 85
v 3163 107 120
v 3164 128 49
v 3165 88 27
v 3166 173 30
v 3167 73 112
v 3168 96 6
v 3169 144 72
v 3170 111 60
v 3171 119 32
v 3172 28 79
v 3173 159 167
v 3174 110 158
v 3175 101 170
v 3176 163 22
v 3177 192 72
v 3178 95 160
v 3179 138 20
v 3180 87 55
v 3181 179 173
v 3182 121 128
v 3183 114 68
v 3184 62 119
v 3185 44 61
v 3186 120 149
v 3187 67 106
v 3188 104 48
v 3189 91 3
v 3190 94 92
v 3191 103 122
v 3192 191 163
v 3193 204 90
v 3194 116 176
v 3195 202 181
v 3196 68 132
v 3197 71 24
v 3198 59 47
v 3199 167 67
v 3200 72 111
v 3201 216 189
v 3202 146 158
v 3203 88 34
v 3204 188 176
v 3205 140 102
v 3206 141 200
v 3207 112 21
v 3208 148 44
v 3209 210 157
v 3210 106 37
v 3211 65 53
v 3212 46 124
v 3213 61 23
v 3214 49 188
v 3215 201 73
v 3216 136 205
v 3217 28 190
